Comment,IsGreet
好很不错菜还可以行了好了,1
好很好非常好下次一定再去值得推荐而且老板人也很好的,1
一名既往的好买了很多次了下次还会买,1
菜品的味道很好店内环境很舒适服务员都特别热情,1
挺好滴味道不错环境也挺好的下次还会来的,1
味道很不错服务也很好菜品多且分量大朋友都说好吃下次再来,1
和儿子一起去吃的味道很好服务也不错喜欢,1
還不錯哦挺好吃的經常都去,1
很实惠量挺大够两个人吃好吃服务态度好值得下次再来,1
跟弟弟去的服务不用说啦很热情周到团的价格实惠小弟一份还没吃完呢,1
蛮好的喜欢里面的环境味道服务也没话说,1
味道不怎么样没光谷天地的秀玉味道好,1
挺好的下次还继续来吃服务员很好其中喜欢一个服务员准备要号码可她来不来我这边最后只能失望走了,1
味道好菜好吃牛扒好吃就是电梯坏了,1
狠好很美味环境有格调空间有面对不同人群的差异性分区又不致太干扰是约会与聊天和享受美食的好地方女服务员对团购比较不屑,1
两个人吃套餐太饱了分量很足服务也很好呢,1
很好的呀比以前便宜好多哒哒哒哒,1
临近年关都是新人吧单子出了点问题苦苦等了半个多小时这边负责人又是送拼盘又是送汤又是各种道歉我对象都不好意思了很满意全五分,1
每次的选择都是秀玉都来了次了服务依然如此的棒这家电是光谷的二店大概是因为光谷人爆满的缘故吧新店服务员都是帅锅美女哈哈,1
和同事一起去的三个人吃的好饱很不错的搭配一直都喜欢的,1
选择这里是因为喜欢秀玉的格调但是太吵人了与这样的风格不相符,1
位置就在西班牙风情街入口的地方另外要了一份鸡翅两个人吃的很饱不过牛排里面本来说的配米饭后来还是意粉那个柠檬茶还是什么的真心好喝,1
环境不错食品味道也可以服务也挺不错的,1
总体来说还不错两个人吃的好撑,1
很实惠一家老小都很开心都有照顾到,1
环境不错因为住在光谷经常过来吃饭,1
东西上的很快风情街这家来过好几次还好吧披萨没有了没问我但换了个更大的服务其实有时候最好的方式是沟通希望菜品能有更新就好了特别是团购多样一些更好呵呵呵,1
环境不错去的分店第一次去菜品味道也挺好吃的,1
味道还不错环境也挺好的比较喜欢,1
服务的非常好而且上菜速度也是杠杠的最最重要的牛排和披萨非常合胃口,1
还不错就是有时候加米饭比较慢,1
秀玉非常满意每次都和女朋友过来牛蛙煲仔很赞牛排味道也非常不错,1
先上的牛排然后上的煲仔饭中间真的是隔太久太久了,1
里面的东西也不是很好吃不如去吃点小吃,1
光谷西班牙风情街楼好像换厨师了味道感觉不好了,1
味道不错吃的也很饱很实惠,1
东西还可以服务一般电梯坏了居然走员工通道,1
不错两个人吃的很饱服务员很热情,1
还行吧吃过很多次便宜经济实惠,1
还不错哦很好吃妈妈吃滴很开心宝贝吃滴很高兴,1
总的来说还是可以的就是人比较多,1
味道不错量也很足三个人吃很充足还会过来的水果沙拉很漂亮有朵五角星喝的饮料也真心不错披萨都木有吃完量很多,1
一般吧一般没有以前好了应该不会再去了,0
最爱他家煲仔饭和水果沙拉牛排也可以啦,1
还可以很不错推荐一下可以使用,1
很好吃一直都喜欢他们家的小吃煲仔,1
里面的焗饭不好吃环境还可以但是有的时候蛮吵的,1
环境有点嘈杂上菜的速度有点慢份量蛮足,1
这家环境还不错基本上还可以吧,1
一如既往的好吃服务也不错赞,1
不错很好服务一级棒好贴心呀,1
挺好东西蛮多也挺好吃两个人都很撑,1
确实不错牛蛙煲是男票最爱每次他都吃这个然后就喝汤牛排也还行水果沙拉大赞两人吃不完很值,1
喜欢那里的水果沙拉和翅中节煲仔饭也不错的啦,1
很不错推荐团购很划算不错推荐,1
嗯还不错味道可以吃的煲仔饭蛮好吃的肉很多分量很足,1
环境不错气氛比较好上菜不算很快感觉口味和分量都满好很喜欢的一家店子哟,1
已经是多次购买了服务非常的热情菜的味道也特别棒哦,1
味道还可以大家可以去尝试下价格合理,1
也还行吧就是今天上菜特别慢,1
好好看看你的剑桥国际足联布拉特,1
每次不知道吃什么的时候就来秀玉呵呵,1
还不错吧经常来会继续来希望越来越好,1
这家的牛蛙煲仔饭真的做的超级难吃带了一个岁的孩子说团购就不能点儿童套餐真心无语孩子吃他的我们吃团购为什么不能一起用,1
好吃环境好两人吃的非常满意下次再来,1
焗饭和咖喱饭很难吃给了太多奶油了但是泡饭之类的很好吃,1
说实话不知道是不是厨师换了味道真不行别的都好,1
环境不错服务不错饭菜也还好,1
服务还是极好的就是周末人比较多但是效率还是很好的好评,1
来了好几次了挺好的非要评论这么多字也是醉了,1
很好值得推荐环境和服务也很不错,1
吃的我上吐下泻几点都没有精神,0
经常来了菜品很多各种各样很不错,1
环境不错服务也好牛排挺好吃还有鸡翅每次都点,1
黑椒汁有点辣菲力八成熟很嫩可是好少啊不够吃排骨饭的排骨很多汁少了所以饭特别干虽然去的时候人很多可是服务却很好环境太暗了,1
环境还不错哦口味一直还那样,1
环境好光谷这家店很大味道不错都挺不错的,1
环境不错分量很足牛排挺嫩的煲仔饭的饭很软锅巴脆脆的披萨口感还不错那个金橘柠檬茶的杯底还有个小蜡烛保温很温馨浪漫的感觉,1
疯疯癫癫反对反反复复反反复复奋斗,1
煲仔饭里面有头发环境还算可以,1
三个人吃花了很饱哦,1
还可以随便一吃就饱了习惯好评,1
还可以适合消磨时间环境不错只是这次去的时候电梯坏了,1
非常不错和女朋友一起过去吃吃得下次还会去得,1
环境不错服务很好还会去的菜品要是有多点新品更好,1
味道很好茶很好喝值得推荐,1
离得近所以经常去的地方不过优惠太小了不给力,1
味道环境和服务都挺不错点赞,1
味道还可以和以前一样两个人吃的饱了,1
环境味道一如既往的好去秀玉吃得最多的是牛腩煲仔饭很实惠量多味美以后还会经常去吃希望店家多做些活动嘿嘿,1
便宜划算环境好个人吃刚好还会来的,1
很棒意面稍微煮久了软趴趴的牛排煎的还不错肉嫩多汁,1
不错煲仔饭值得表扬物美价廉会再次光顾,1
不错环境很好价格适中服务态度也很好,1
不错很好服务一级棒好贴心呀,1
环境很好味道不错服务态度很好,1
服务态度不错焗饭稍慢,1
印尼炒饭还不错两个人一张券刚好吃个简餐,1
还好吧下着大雨不知道去吃什么六个闺密一起去了经常去的那家秀玉吃的饱饱的,1
还是一如既往的好吃来过好多遍了的,1
服务很好非常好下次一定还会再去,1
嗯不错的服务也很好,1
还不错哦下次也一定会去的,1
味道还不错环境还可以人还不错谢谢,1
这个套餐很实惠足够两个人吃到撑最爱这里的金桔柠檬茶好好喝很实惠很推荐这家,1
都很不错环境好服务好最喜欢那个茶了,1
还可以环境服务态度都瞒好的就是太喜欢了以后会经常光顾的,1
味道很好态度也很好喜欢来了无数次了,1
感觉服务没以前好了味道还可以,1
很划算多一点两个人吃的饱饱的,1
整体还是不错的特别是牛扒很好吃,1
好好好好好好好很好来很多次了周末也能用就好了,1
环境好女儿很喜欢一如既往的喜欢,1
经常和男票一起吃两个人用两张卷刚刚好嗯喜欢秀玉的方块面包,1
吃的分量很少味道也很一般没有想象中的那么好环境服务还不错,1
挺好的位置比其他加都多稍贵点的扒和小食都好推荐,1
去尝尝吧希望价格不要再升了哦支持支持好评,1
很好哦跟男票一起去的吃的很饱呢,1
好评经常在秀玉里吃牛排女儿都爱上了这里的味道,1
性价比高环境好服务好上菜速度快,1
炒饭的量比以前少了牛排质量相比以前也差一点儿,1
下午茶不能算进去其他可以可以可以可以,1
还行怎么男男女女男男女女吧何厚铧,1
这是第二次来味道还不错价格也不贵下次还会来希望美团能继续做活动,1
上的慢等的太久了不开心吃完半天最后一个才给,1
可能是人太多了叫了半天都没来,1
环境不错饭菜很喜欢下次还来,1
该给五心好评跟同学聚会带了宝服务好的没话说,1
冰橘茶和牛蛙堡仔很喜欢喔去了好几次了,1
太赞啦环境没得说主动加水服务太满意价格还理想主要是吃得很饱,1
下午茶套餐很划算每次来吃厚多士都吃不腻服务态度很好静静的坐一会环境好很舒服,1
环境不错价格便宜东西很多吃撑了,1
还行服务很好菜品也好有送的片面包,1
一如既往的不错秀玉团购要一直下去哦,1
不错环境挺好服务很细心去过几次了一如既往的好,1
服务很贴心套餐量很足凸凸,1
超级好和男朋友去的时候人不是很多服务很周到菜也超级好吃还会去的,1
东西非常多价格也挺好也很好吃,1
账单帮您及时了解账户余额确保此邮件正常接收建议将发件人添加到邮箱的联,1
账单帮您及时了解账户余额确保此邮件正常接收建议将发件人添加到邮箱的联,1
一直觉得味道环境都不错会一直支持的,1
这是我们一家最常来吃饭的地方很喜欢这里的环境牛扒不错,1
很美味环境也不错值得信赖和朋友去的回来后回味无穷,1
吃完才想起来要拍照总体都还不错我狠喜欢吃牛蛙饭,1
周末的不能用又换了的我们总共点了的东西剩余元不给返现牛扒挺好吃的牛蛙煲仔饭就不怎么样了披萨一般吧杨枝甘露还行环境太昏暗了我个人不太喜欢,1
吃的好撑味道也不错经济实惠,1
喜欢很棒服务好味道好还会再来,1
来过几次了今天吃的是泰式拉面感觉还不错下次还会再来,1
鲁尼和压路机破告诉你去呀好怕啦啦啦,1
儿子吃的好开心味道很好儿子喜欢吃里面的鸡翅每次去必点,1
味道不错经常去一张券正好够一个人吃挺好,1
环境很好就是不好找味道特好有个美女姐姐服务特别好心情很好下次还来的哈哈五星推荐,1
噢噢噢哦哦提去咯五投资醉玲珑目录,1
还不错下次还会来吧服务能更好就好了,1
还蛮好吃的女儿超爱服务也非常好经常都有来吃美团还是蛮划算的,1
下午茶不能算进去其他可以可以可以可以,1
第二次来团购代金劵了非常划算的而且节假日全店也是通用这次在光谷店吃的牛排的份量和味道都很不错下次来了继续吃,1
还可以就是有点贵菜有点少,1
暖气足服务好环境不错就是觉得水果沙拉的味道有待改进,1
味道不错服务态度较好值得一去,1
吃的秀玉特色牛扒和牛柳牛扒非常鲜嫩还有两份水果沙拉哈哈鸡翅最爱啦,1
点的微辣我觉得比上次辣多了喝了好多水口味服务环境都不错,1
老吃希望套餐能变一下啦吃腻了,1
服务和环境都不错就是第一次去找不到位置找了半天,1
团购里的东西整体还算可以就是用的牛排太次全是肉筋,1
环境还不错人比较多东西不怎么好吃,1
还不错团购确实比较划算,1
很满意特别喜欢金橘茶和朋友个人去吃简直撑死了味道很不错,1
点了两份六成熟一份五成熟牛扒结果上了一个九成熟一个七成熟一个六成熟牛排另外两个都能理解那个九成熟的太坑其他都还行所以评价为一般,1
挺喜欢来秀玉的味道很好团购和代金券用了都不错,1
很棒服务好味道好还会再来,1
环境很好特别是三楼味道也棒感觉好极了哈,1
还是一如既往的人多味道好吃忠实的,1
比较喜欢这里的环境最不满的就是服务了每次点菜结账要等很久,1
还不错比较优惠多一点优惠就比较好,1
挺好的很好很好很好挺好吃的感觉,1
挺好的三个人都吃不完份量特别的足秀玉很好,1
环境非常好味道也不错下次一定还会来的,1
总体不错主要问题是地方有点难找人太多,1
哇都不敢相信自己居然每次去光谷逛街都是吃的秀玉其实他家的牛排不好吃,1
服务很好下次还要来吃大爱牛蛙煲仔好好吃还有披萨沙拉和牛排,1
味道不错服务态度也好牛排不错,1
很超值量很足我跟一个朋友都吃得撑死了环境优雅主要是服务态度超级好比之前去的几家秀玉服务态度都好非常满意,1
环境很好很喜欢服务员很贴心有机会再来生意越做越好,1
就那样已经多次光临了不知道评论什么好了,1
已经去过几次了这次是和几个同事一起去的还不错就是电梯坏了,1
很不错哦好有相聚好地方下次还会再去,1
味道很好量也很足下次还会来吃的,1
嗯嗯环境很不错也比较的好找还行吧推荐大家去,1
快餐必选店面哪里都有便利服务到位,1
咳咳我是冲着认真评价来的首先上一张全图我去的是西班牙风情街的店店子比较大秀玉的环境和服务一直很喜欢比步行街五楼那儿大些所以不用排很久队当然我去的早没排队主菜是碳烤小羊腿比较推荐肉很多不是很嫩的那种但是口感还行招牌海鲜焗饭女孩子一定很喜欢吃的啦上面一层都是海鲜比较良心口感很好比较推荐的还有一道菜一口蒲烧鳗鱼鳗鱼大家懂得分量不多价格好像是还是口感超赞香香嫩嫩的最后点了一份泡芙想吃巧克力味道的当时没有了原味的也不错三个还挺大奶油好吃不腻,1
好好好好好很好吃环境也非常不错下次还会再来金橘柠檬茶最爱每次都会喝服务更不用说了下次还会关顾,1
味道不错分量很足还会光顾字够了吧,1
味道不错环境舒服一直以来都是这么好,1
很实惠的套餐慢慢吃慢慢喝谈谈心吃的很饱很舒服环境也不错希望推出更多不同的套餐,1
味道还不错分量有点少吃不饱,1
还是一如既往的好吃份量很足牛排很嫩跟男友都吃完了呢撑死了特别是披萨真的蛮好吃的,1
还不错的来了好多次了下次还要来哦,1
很不错很喜欢味道棒棒哒亲们下次都可以去,1
店员服务不错味道一般哟意粉比较硬不好吃,1
味道相当不错尤其是牛蛙煲环境也很小资适合情侣服务也很热情给五个赞,1
不错味道不错服务也蛮好跟朋友一起去的她也说蛮喜欢,1
两人餐量很足撑到爆味道也蛮好,1
东西很好吃而且量也很足环境一如既往,1
环境还可以木瓜雪哈做的不好木瓜好像被掏空了一样,1
挺好吃的分量很多我们还没有吃完了下次再去,1
来了很多次每次都很满意环境好味道好,1
店子很多服务超级好装修很好每次都是去的西班牙风情街的那家店特别是二楼那美女服务超级好热情声音也够大,1
环境很好服务态度也好炒意大利面好吃,1
菜不错服务很好环境也很舒服完超其他,1
还不错只是服务员说话太快听不清楚水果沙拉不错下次还会再来,1
服务还可以味道也没得说环境一直都不错就是人挺多的,1
经常去了味道很好代金券挺划算的,1
和朋友去过很多次了熟悉的味道,1
很不错环境服务各各方面都很好就是牛排有点老嚼不动,1
每次吃都很满意服务质量好菜品也好,1
秀玉吃过多次了口味价格都很大众比较满意,1
和男盆友一起去的还蛮划算的,1
味道不错环境优美服务态度好性价比高,1
环境非常棒服务真的有点不行我下午茶时间过去的喝东西人不是很多按服务按次没人理醉了东西上的也很慢总体不错,1
地方环境非常好很值得带女朋友去享受服务员的态度非常好随叫随服务很满意的消费,1
环境好口味好吃服务周到简直,1
味道不错希望有更给力饿团购出来啊,1
还是喜欢了那个味道了十分不错,1
速度超级慢味道一般服务一般,1
东西很实惠味道一般速度还可以,1
和朋友一起来吃都很喜欢下次一定还要来,1
味道不错环境卫生服务热请套餐很划算,1
茄汁意粉里的茄汁就是番茄额不喜欢番茄酸酸的感觉所以不喜欢意粉牛排还可以吧水果沙拉和冰橘茶很新鲜和朋友一起三个人去吃的所以另外点了个经典炒饭和鱼条具体菜名忘记了鱼条外酥里嫩口感很好炒饭的米比较硬我还挺喜欢的因为炒饭用刚出锅的米饭炒会很软我在光谷西班牙风情街吃的星期天点去的也不用等位非常好走的时候迎宾的美女给提前按了电梯上来感觉挺周到的我来秀玉吃饭就是喜欢这里的环境和服务希望继续保持这种服务态度,1
味道杠杠的很划算环境也很好个攒,1
西班牙风情街的秀玉服务态度赶超海底捞俏江南了哈哈哈表扬,1
很不错环境也很好很喜欢水果沙拉水果很新鲜,1
服务不错啊和男朋友一起吃的,1
还不措不知道吃什么就吃他们家了,1
其他的都还好就是不好用啊这是个问题啊,1
秀玉快成我第二个家了哈哈哈哈每次不知道吃什么的时候都去但是煲仔饭和牛扒很棒,1
不错味道很好就是周末不能团套餐要不很划算,1
很好很满意环境很好也很舒适是自己想要的地址好找,1
来了很多次了还是那么好吃环境那么安静感觉很有情调呵呵这里的东西真的挺实惠好吃的这个蛋糕也不错最新尝试的,1
非常棒的地方非常非常的喜欢特别那个冰菊柠檬茶非常的好喝推荐一下一壶茶让我一个人喝完了下次一定还去,1
总来秀玉吃第一次团购真心的划算二人都吃撑了服务也非常好上菜也快,0
味道可以环境也行小盆友更喜欢那里,1
超级多吃不完还打包了美女服务也好就是位置不好找,1
经常带儿子光顾了人挺多就是吃个饭服务员在旁边推卡办会员不好,1
经常吃了很不错哟老顾客了呢,1
还好团购总比直接买实惠些但是秀玉如今菜品品质时好时坏适合随便吃吃,1
很好不错牛排味道差了点因为人多上菜慢了些其他很好了,1
环境不错秀玉特色炒饭很好吃一如既往的好吃,1
很好啊就是人很多等了挺久的吃的很饱不过披萨很难吃,1
还可以把服务环境经常去不多说了,1
可能不太适应他家的口味另外觉得性价比不是很高,1
蛮不好意思点多了然后吃不完有点浪费服务特别周到第一次带妈妈吃牛扒感觉还不错的,1
好吃还是那么好吃比其它西餐厅便宜好吃期待下次再去吃哈哈黑椒牛排好怀念,1
点的三人套餐棒棒的味道也可以环境很档次服务员够热情,1
价格合适位置也还不错只是节假日不能团购导致团购了不能用,1
感觉这个团购比较实惠份量很足两个人吃很棒牛蛙有点辣,1
去了好多次超级棒赞赞赞不过煲仔饭不好吃,1
这个套餐很划算个人吃足够了刚开始没注意到周末不能用下次再来,1
带老妈去吃的她很喜欢,1
环境优美味道非常好价格优惠份量十足,1
环境很好口味也都很好服务员长得好太多好,1
还不错分量也还可以下次还会去吃,1
来了多次了一如既往的好哈哈哈,1
是喝下午茶的好选择菜品特色选择非常多值得品尝,1
服务还可以就是一直没有去喝过下午茶有时间会去试试,1
很好环境好服务态度好优惠,1
去过很多次了环境不错服务也很好,1
上菜速度太慢其他都还是一如既往的好,1
我才发现不能提交不知道够了没,1
好久没来了味道和服务都还可以环境太吵杂了人又很多没了以往秀玉的感觉,1
喜欢喜欢煲仔饭好好吃来了很多次,1
很好更好非常好,1
光谷二店不错环境服务都好出品也不错好吃,1
比较喜欢秀玉的环境不过焗饭没以前好吃了,1
还可以吧卫生还行电梯有时难等住了两天服务态度还可以热水一直有供应让保洁换床单不知道后来换了没有,1
不错味道也挺好的三个人都吃不完,1
环境好口味好服务员长得好态度好,1
味道很好服务态度很好环境也不错,1
味道不错分量相当足两人餐基本吃不完给赞,1
味道不错去过好几次了以后还会再来牛肉老了点环境不错,1
非常满意呀看着就高大上啊而且那个服务员好专业的挂名是个实习生高高的超级不错两个吃的饱饱的嘿嘿下次还去,1
菜量很足和朋友吃的饱饱的而且味道也挺不错的餐厅环境我很喜欢下次一定还会再去,1
好久没吃秀玉了现在有了团购便宜了些总体还不错吧,1
团购挺划算的好久没去了一个人吃挺舒服,1
第一次团购很划算哦两人吃的很饱秀玉的环境和服务一直很好,1
已经去光顾的一家餐厅环境还可以食物也很多可选,1
一直不错特别是煲仔饭环境比较好空间大舒适,1
额来很多次了挺好,1
来了好多次了一如既往的好特爱,1
经常去这家吃了这个套餐也很划算的两个人去吃刚刚好,1
和朋友一起去的味道还可以服务态度不错,1
和朋友一起去的味道还可以服务态度不错,1
很好啊饭好吃服务好牛排有点问题也很快解决了,1
环境不错味道还是一如既往价格也挺实惠的,1
没有想象中的味道好但是比必胜客好多了,1
用的两张劵叠加的好吃得根本停不下来下次还会和小伙伴们一起来,1
虽然每次团购的套餐内容差不多但口感始终如一所以才有了第二次第三次的团购服务和环境都还不错气氛好干净服务很热情就是没冷气有点热黑胡椒牛扒很嫩好切带点嚼劲黑胡椒汁的味道不够突出煲仔很棒底下锅巴好吃喜欢味重又爱辣的朋友值得一试汇总披萨不大但里料足蔬菜水果肉类俱全冰橘茶在这个季节喝很赞牛排上的速度还算比较快然后就是饮品披萨果拼等到牛排吃完了将近半个小时才上我的煲仔饭这简直是准备要饿死人的节奏希望店家给服务员培训下今后遇到这种情况能不能先把主食给上了那些果拼啊披萨的可以适当缓缓再上都可以,1
东西好多也很好吃环境还不错服务超好,1
个人吃多一点感觉很饱来了很多次了服务态度都很好,1
还可以吧感觉就是那个茶的味道好点,1
两个女生吃不完相当划算装修风格比光谷步行街的好秀玉的水果沙拉还是一如既往地很赞呀,1
还可以吧两个人吃也吃饱了估计是人多服务一般菜跟单点没差别这点还比较地道,1
经济实惠比点单品要划算一些两个人吃正好,1
感觉这次团购很满意特别是环境一百块不到吃的很划算东西也蛮好很喜欢那个意大利面披萨没吃完那个金桔太多了实在是喝不完秀玉环境服务真的是还可以下次再去,1
真的很不错环境也很优雅下次有机会还要再来,1
环境很温馨浪漫服务很周到口味很好,1
别的都好就是上菜很慢很慢厚多士很大,1
还好不想写那么多字不行么不知变通,1
味道环境都挺好就是周末上菜太慢了,1
挺好的服务好也划算最重要的是味道好,1
环境很好味道不错值得品尝非常棒,1
还可以环境还不错服务态度也比较好,1
很喜欢秀玉的环境菜品也不错很喜欢吃印尼炒饭下次还回来哦,1
喜欢里面的鸡翅味道还是棒棒的啊,1
味道好服务棒,1
位置有点难找其他都挺好的份量两人吃很够味道环境都还可以,1
口味还行就是牛排明明让过会叫的时候上结果服务员第一个就上了,1
和一样均居同学来咯来看看,1
口味还行服务不错环境不错暖和,1
一如既往的美味一如既往的实惠很赞的,1
环境好服务态度好两个人吃的特别好值得一去,1
很新鲜的啦而且老板人特别好蛋糕做得很棒的,1
还行吧周末上菜速度就要慢一些西班牙风情街的那个店人少些,1
比想象中好很多牛排很不错还会再来,1
么么哒真心不错环境服务都是一流的,1
毕竟是老店值得信赖,1
感觉挺好的就是以后可以改进沙拉的分量可以分大中小份就好两个人两张眷感觉不太够啊是因为自己吃得比较多吧,1
吃西餐一般都去秀玉价格便宜量又足,1
价格很实惠环境不错服务也到位就是牛蛙的饭稍差一点总体五颗星,1
买的的套餐本来是三四个人的餐的结果硬是我和小杨子两个吃的后来披萨没吃完打包的套餐里都是我们喜欢吃的核桃露也非常非常赞,1
秀玉还是那么好因为去的不是饭点人很少服务态度炒鸡好菜味道也棒棒哒以后一定还会来的,1
今天上午进行的女子一切成空这是要才,1
很好吃几乎每次去都是团购这个就是沙拉口味不好,1
不错的选择菜品较评价但是食品卫生状况有待进一步加强额,1
味道真意还不错服务也特别好环境挺好,1
很喜欢秀玉和朋友一起去的吃的很嗨皮环境不错对披萨和黑胡椒牛扒很热衷棒棒哒,1
一周连去两次和朋友都感觉很不错,1
这个价位很便宜并且还吃的很饱环境一如既往的好以后还会去吃,1
还不错还不错,1
环境还是一如既往的好团购也很划算不过只能周一到周五使用,1
味道很不错感觉还会再来的就是人比较多排队排勒好久,1
好好不错值,1
好棒棒哒比单独点划算多了只是菜品有限并且这个两人餐分量真的是好足,1
服务和味道都还不错下次还可以考虑这家,1
环境好有点好找地方小有点不好味道好有点分量上少,1
感觉挺好的环境也好服务也好味道也蛮好的环境超级好很温馨的,1
秀玉论吃的比不上别家但是论服务及环境别家却不及他,1
不错服务小哥态度好好的很合算的,1
环境很好口味也喜欢服务态度也很好已经记不清去了多少次了以后还会光顾,1
口味不错如果可以多一点选择更好,1
还可以吧氛围还不错味道也还可以,1
还不错的环境服务都挺好的食物,1
都挺好的性价比超高很喜欢很喜欢也常去的店子不多说一直很满意,1
带着期待吃海鲜焗饭有些失望没以前好吃,1
环境可以服务比较好价格对学生来说是有些贵,1
口味适合服务到位环境优雅感觉不错,1
觉得还可以不错女朋友也喜欢吃,1
口味还好不过觉得五个人桌子有点小环境一般吧,1
环境优美有调调上菜也很快特别是服务员特别有礼貌点个赞,1
环境优雅服务态度好钟爱煲仔饭,1
环境还可以服务也很好味道一般般,1
您能逆袭移民你您设置一下我自知之明破坏一下,1
可以环境好服务好口味也不错值得再来,1
非常好两个人吃的看起来不多吃起来好饱还没吃完呢茶特别好喝,1
还不错吧还是老样子不高不低大众,1
还不错优惠价使用方便下次还用,1
两个人的晚餐团了两张劵牛排分量足煲仔饭好吃很饱,1
这个真的很超值请朋友吃经常点这个套餐两个人吃不完,1
味道有些重但是很丰盛值得尝一尝,1
味道很好份量也很足就是每次去人太多等好久,1
不错服务也很好啊去过好几次了美团也很划算值得一去,1
不错团购很划算服务和味道都不错值得推荐四个人加了个牛排正好吃饱,1
不错下次还会再来的就是上菜慢了点,1
位置便利价格适中口味相当的好啊,1
肉有时候没有熟技术有待提高,1
人少的时候上菜很快服务也很好,1
味道不错就是使用时间有的有限制好麻烦,1
环境好服务好赞赞赞赞赞赞赞赞赞赞赞,1
意粉不错就是人太多要等位,1
老顾客了每次拿不准吃什么的时候这个总是最终选择菜品很好服务也热情选它准没错啦,1
挺好来很多次了以后还会光临,1
特别好一男一女都够吃环境特别棒超级好下次还去,1
挺好的和同学来过好多次了很喜欢水果比萨,1
经常来这里很喜欢在这里聊天口味也不不错,1
味道不错套餐还可以去过几次了,1
用餐环境和服务员的服务态度都不错就是下单后不知道是哪个环节出了问题等了分钟催了次才上了一道牛排冰橘茶和水果沙拉这种花不了什么时间的东西竟然比牛排需要的时间还多等的太久了最后都没什么食欲了希望以后改进,1
还行环境很安逸价格不贵吃的好划算好饱,1
还不错两个人点的那个牛柳挺好的,1
味道好极了服务态度也挺好的环境也很好美团代金劵挺划算的,1
环境不错味道还是一如既往值得下次再来,1
牛排非常滴棒棒小吃好好吃虾水果沙拉蒜香鸡翅等等,1
环境优雅服务周到味道也好经常带小朋友来吃完看看书挺好的,1
服务很好每次都跟女朋友来这里吃牛排很划算,1
还不错希望团购能多推出一些套餐,1
环境不错三个人吃还可以就是走的时候服务员一个劲儿让我买单搞得像是吃霸王餐一样我的验证码不是钱啊,1
味道还不错吧总体感觉还行吧,1
好吃好吃下次还来味道不错,1
不错第一次团购很满意下次还会来,1
嗯嗯不错每次出门和朋友基本上都会过来在这吃两人餐周末不能用对于学生党的我们还是有点可惜,1
主要是东西好吃服务也蛮好的上大学就一直跟同学朋友在这里吃,1
三个人去吃还另外点了两个小吃很撑味道还行,1
套餐很划算环境不错一直都很喜欢,1
不错喜欢秀玉的装修西餐也好,1
一直都很满意秀玉就是觉得团购太少了,1
还没吃完服务员一会来撤一些这不是赶人走么态度哦,0
秀玉一如既往的棒就餐环境好服务态度好哈,1
秀玉服务都很好总是去的二期楼这家不排队很舒服,1
第一次去点了披萨和煲仔饭感觉好棒啊比萨薄薄的味道很好,1
还行就是选择的东西太少了不过味道还是不错,1
口感服务环境各方面都还不错团购也还比较划算值得下次再去,1
环境好味道好服务态度好非常满意,1
嗯嗯比上次吃的味道要好多了很合胃口,1
一直很喜欢他们家的煲仔饭觉得环境什么的都挺好的服务态度很好,1
还不错挺划算的服务员也很可爱哈哈,1
和老爸逛完街一起去的还不错不用等位赞一个,1
和朋友吃饭差不多都会来这家环境比较舒适服务也很好,1
总体来说还不错就是服务员上错了饭下次希望不要发生这样的事情哦,1
来这家几次了总体还可以,1
已经团了好几次了很划算退款购买有时候抢购还会便宜一些泰皇炒饭很好吃但是感觉绵绵冰的味道就差一些了没有半秋山的好,1
服务很好团购的超级划算牛排很嫩煲仔也不错很满意环境也好就是人有点多,1
和男友多次来秀玉一直很喜欢这家的环境你值得拥有,1
服务很好好吃去好多次啦美团很划算赞一个值得去,1
去的光谷二期店两个人吃了撑得呀下次还会再来哟,1
服务态度非常好吃的也很好地方很大经常跟朋友一起去,1
态度好不用等位环境好是我们去光谷吃饭的首选,1
非常满意环境优美饮料沙拉主食都不错牛蛙的煲吃不习惯下次换意面以后支持,1
还不错经常去吃还蛮合胃口的,1
合理的价位环境不错服务态度好,1
不错老地方了还不错人多服务好,1
这个套餐很实惠两个人吃正好值得推荐,1
意面和牛排还不错就是人好多上餐有点慢,1
秀玉的牛排真的好难吃好难吃好难吃,0
吃饭总在这里吃环境服务没得说味道还不错,1
环境很好去过几次了还会再去的,1
环境还蛮好味道也不错依然喜欢蜂蜜厚多士配雪糕,1
服务态度很好上菜也很快环境不错,1
和好朋友两人去的刚开始走错了去了一店结果被一店的服务员忽悠到德国风情街去了后来打电话才找到牛排只有全熟的不好吃服务员态度一般整体不是很满意,1
来过很多次了牛蛙煲仔没有原来好吃了有点咸上菜速度太慢了,1
很不错菜品比较丰富性价比比较高有机会还去,1
经常来吃秀玉鸡排不错披萨也可以小孩子尤其喜欢吃实惠便宜,1
很好吃很实惠爸妈都很喜欢以后还会再去,1
味道还行这次也点的牛排环境和服务都不错在光谷二期吃的,1
环境很好已经来过很多次了这是第一次用劵真的很划算,1
菜单不知道多少年没换过了也就团购去吃吃东西快吃完了饮料才上还是催了两次才上的,1
味道可以就是色香味俱全呵呵呵呵,1
味道很好环境不错服务员很帅,1
很不错啦环境好服务好味道好每次都来这里,1
很好已经团购几次了味道服务都不错,1
环境可以服务态度也好,1
